Id,Date,Value
AI FP,14/12/2009 00:00:00,10
AI FP,15/12/2009 00:00:00,"9,90568948277141"
AI FP,16/12/2009 00:00:00,"9,7215413663117"
AI FP,17/12/2009 00:00:00,"9,74643131288568"
AI FP,18/12/2009 00:00:00,"9,94081644285359"
AI FP,21/12/2009 00:00:00,"10,0397609392934"
AI FP,22/12/2009 00:00:00,"9,90975070191608"
AI FP,23/12/2009 00:00:00,"9,74786612232112"
AI FP,24/12/2009 00:00:00,"9,83530302118146"
AI FP,25/12/2009 00:00:00,"9,76272162800816"
AI FP,28/12/2009 00:00:00,"10,1326622538857"
AI FP,29/12/2009 00:00:00,"10,1669399071412"
AI FP,30/12/2009 00:00:00,"10,2571030823762"
AI FP,31/12/2009 00:00:00,"10,4168314677108"
AI FP,01/01/2010 00:00:00,"10,2810206337606"
AI FP,04/01/2010 00:00:00,"10,4567609335294"
AI FP,05/01/2010 00:00:00,"10,7508586480348"
AI FP,06/01/2010 00:00:00,"11,0857735520845"
AI FP,07/01/2010 00:00:00,"11,099315659397"
AI FP,08/01/2010 00:00:00,"11,2436682392949"
AI FP,11/01/2010 00:00:00,"10,829746687459"
AI FP,12/01/2010 00:00:00,"10,7413855038903"
AI FP,13/01/2010 00:00:00,"10,8003838717419"
AI FP,14/01/2010 00:00:00,"10,8582955541707"
AI FP,15/01/2010 00:00:00,"10,8496552073099"
AI FP,18/01/2010 00:00:00,"10,9585491112361"
AI FP,19/01/2010 00:00:00,"10,6920176506876"
AI FP,20/01/2010 00:00:00,"10,4956872838455"
AI FP,21/01/2010 00:00:00,"10,5784418650945"
AI FP,22/01/2010 00:00:00,"10,5275210093934"
AI FP,25/01/2010 00:00:00,"10,8742472851271"
AI FP,26/01/2010 00:00:00,"10,7848191115727"
AI FP,27/01/2010 00:00:00,"10,939187769572"
AI FP,28/01/2010 00:00:00,"10,8561426799877"
AI FP,29/01/2010 00:00:00,"10,7546372517429"
AI FP,01/02/2010 00:00:00,"10,9574090389467"
AI FP,02/02/2010 00:00:00,"10,6689601245061"
AI FP,03/02/2010 00:00:00,"10,7762578008274"
AI FP,04/02/2010 00:00:00,"10,6842205552421"
AI FP,05/02/2010 00:00:00,"10,798966481144"
AI FP,08/02/2010 00:00:00,"10,9905186870204"
AI FP,09/02/2010 00:00:00,"11,1362176107981"
AI FP,10/02/2010 00:00:00,"11,1662565607976"
AI FP,11/02/2010 00:00:00,"11,4069351750723"
AI FP,12/02/2010 00:00:00,"11,6599643002009"
AI FP,15/02/2010 00:00:00,"11,1903029156243"
AI FP,16/02/2010 00:00:00,"11,4628594445219"
AI FP,17/02/2010 00:00:00,"11,5008731591554"
AI FP,18/02/2010 00:00:00,"11,4707162913893"
AI FP,19/02/2010 00:00:00,"11,3093377514031"
AI FP,22/02/2010 00:00:00,"11,0002036205732"
AI FP,23/02/2010 00:00:00,"10,8931407753345"
AI FP,24/02/2010 00:00:00,"10,8199300690017"
AI FP,25/02/2010 00:00:00,"11,1075031803863"
AI FP,26/02/2010 00:00:00,"11,2062458671047"
AI FP,01/03/2010 00:00:00,"11,2755343635087"
AI FP,02/03/2010 00:00:00,"11,3009941521756"
AI FP,03/03/2010 00:00:00,"11,5530779108918"
AI FP,04/03/2010 00:00:00,"11,6289322885651"
AI FP,05/03/2010 00:00:00,"11,7220876608497"
AI FP,08/03/2010 00:00:00,"11,3581310690401"
AI FP,09/03/2010 00:00:00,"11,254939857373"
AI FP,10/03/2010 00:00:00,"11,1011224839202"
AI FP,11/03/2010 00:00:00,"11,0370067645006"
AI FP,12/03/2010 00:00:00,"10,9560592848713"
AI FP,15/03/2010 00:00:00,"11,1471833077571"
AI FP,16/03/2010 00:00:00,"11,3058538670363"
AI FP,17/03/2010 00:00:00,"11,4576327483547"
AI FP,18/03/2010 00:00:00,"11,3053218211618"
AI FP,19/03/2010 00:00:00,"11,013000595095"
AI FP,22/03/2010 00:00:00,"11,3462090801676"
AI FP,23/03/2010 00:00:00,"11,1042776279896"
AI FP,24/03/2010 00:00:00,"11,0967675286919"
AI FP,25/03/2010 00:00:00,"11,181040345543"
AI FP,26/03/2010 00:00:00,"11,1482330537599"
AI FP,29/03/2010 00:00:00,"11,5188831797965"
AI FP,30/03/2010 00:00:00,"11,5163063016858"
AI FP,31/03/2010 00:00:00,"11,3747543498077"
AI FP,01/04/2010 00:00:00,"11,3661312495309"
AI FP,02/04/2010 00:00:00,"11,5550720345626"
AI FP,05/04/2010 00:00:00,"11,6168821037677"
AI FP,06/04/2010 00:00:00,"11,9585750395049"
AI FP,07/04/2010 00:00:00,"12,2746638434935"
AI FP,08/04/2010 00:00:00,"12,2514085125128"
AI FP,09/04/2010 00:00:00,"12,2149924705907"
AI FP,12/04/2010 00:00:00,"12,4853986716765"
AI FP,13/04/2010 00:00:00,"12,6663193121441"
AI FP,14/04/2010 00:00:00,"12,7879287625738"
AI FP,15/04/2010 00:00:00,"12,8858896193091"
AI FP,16/04/2010 00:00:00,"13,0411249692936"
AI FP,19/04/2010 00:00:00,"13,3472403637078"
AI FP,20/04/2010 00:00:00,"13,4723777149607"
AI FP,21/04/2010 00:00:00,"13,8250442817509"
AI FP,22/04/2010 00:00:00,"13,6458434675311"
AI FP,23/04/2010 00:00:00,"13,3196728830096"
AI FP,26/04/2010 00:00:00,"13,3887590028774"
AI FP,27/04/2010 00:00:00,"13,6051308292152"
AI FP,28/04/2010 00:00:00,"13,8262110017249"
AI FP,29/04/2010 00:00:00,"13,6695248606959"
AI FP,30/04/2010 00:00:00,"13,5837638289626"
AI FP,03/05/2010 00:00:00,"13,0707106623369"
AI FP,04/05/2010 00:00:00,"13,2278458623709"
AI FP,05/05/2010 00:00:00,"13,3715370795606"
AI FP,06/05/2010 00:00:00,"13,2373208524027"
AI FP,07/05/2010 00:00:00,"13,1658846029548"
AI FP,10/05/2010 00:00:00,"13,7014077879736"
AI FP,11/05/2010 00:00:00,"13,8471874323552"
AI FP,12/05/2010 00:00:00,"14,1705639069711"
AI FP,13/05/2010 00:00:00,"13,9176418163294"
AI FP,14/05/2010 00:00:00,"14,2767447654778"
AI FP,17/05/2010 00:00:00,"13,9438312528473"
AI FP,18/05/2010 00:00:00,"13,7429958554538"
AI FP,19/05/2010 00:00:00,"14,0311616991188"
AI FP,20/05/2010 00:00:00,"14,2635949086607"
AI FP,21/05/2010 00:00:00,"14,087491952062"
AI FP,24/05/2010 00:00:00,"14,1806978287744"
AI FP,25/05/2010 00:00:00,"14,1176864976253"
AI FP,26/05/2010 00:00:00,"14,0630507939898"
AI FP,27/05/2010 00:00:00,"13,7070315712904"
AI FP,28/05/2010 00:00:00,"13,8575602564734"
AI FP,31/05/2010 00:00:00,"14,2323677935561"
AI FP,01/06/2010 00:00:00,"14,3489863350142"
AI FP,02/06/2010 00:00:00,"13,9774860945122"
AI FP,03/06/2010 00:00:00,"13,844781785877"
AI FP,04/06/2010 00:00:00,"13,8778421643525"
AI FP,07/06/2010 00:00:00,"13,3758915928331"
AI FP,08/06/2010 00:00:00,"13,3545760599076"
AI FP,09/06/2010 00:00:00,"13,200124577335"
AI FP,10/06/2010 00:00:00,"13,0512525825375"
AI FP,11/06/2010 00:00:00,"12,8219354190748"
AI FP,14/06/2010 00:00:00,"12,9041464586035"
AI FP,15/06/2010 00:00:00,"13,0171742670565"
AI FP,16/06/2010 00:00:00,"13,039476368282"
AI FP,17/06/2010 00:00:00,"12,7917104903871"
AI FP,18/06/2010 00:00:00,"12,7733606246803"
AI FP,21/06/2010 00:00:00,"12,9695889304771"
AI FP,22/06/2010 00:00:00,"12,7372483853059"
AI FP,23/06/2010 00:00:00,"12,7291676152108"
AI FP,24/06/2010 00:00:00,"12,6689978756305"
AI FP,25/06/2010 00:00:00,"12,9032050768862"
AI FP,28/06/2010 00:00:00,"13,5167388689122"
AI FP,29/06/2010 00:00:00,"13,6645987874406"
AI FP,30/06/2010 00:00:00,"13,7257571480993"
AI FP,01/07/2010 00:00:00,"13,751848556835"
AI FP,02/07/2010 00:00:00,"13,639183226096"
AI FP,05/07/2010 00:00:00,"13,8955743107956"
AI FP,06/07/2010 00:00:00,"13,8816558092508"
AI FP,07/07/2010 00:00:00,"13,4871168469805"
AI FP,08/07/2010 00:00:00,"13,3551660701968"
AI FP,09/07/2010 00:00:00,"13,3117845031464"
AI FP,12/07/2010 00:00:00,"13,5209363379142"
AI FP,13/07/2010 00:00:00,"13,7468722425137"
AI FP,14/07/2010 00:00:00,"13,4594621977566"
AI FP,15/07/2010 00:00:00,"13,6713182849251"
AI FP,16/07/2010 00:00:00,"13,3482712544498"
AI FP,19/07/2010 00:00:00,"13,0101164999553"
AI FP,20/07/2010 00:00:00,"13,0735928612234"
AI FP,21/07/2010 00:00:00,"12,9709983455999"
